episode,agent_id,total_reward,success,evacuation_time,distance_travelled,direct_distance,path_efficiency,collisions_obstacle,collisions_agent,total_collisions,stationary_steps,congestion_ratio,discovery_steps,info_sharing_steps,communication_efficiency,group_success_rate,coordination_index,bottleneck_time,near_miss_events,safety_violations,risk_exposure_time,time_to_first_movement,exploration_time,exploration_ratio,waiting_time,scenario_id,algorithm,num_obstacles,num_exits,num_agents,initial_position,trajectory
1,agent_0,32.932623582687576,1,37,1.7279387852986539,1.3244094056203977,0.7664677805073339,0,61,61,5,0.13513513513513514,31,1,0.8378378378378378,1.0,0.998401761469287,0,31,92,0,1,30,0.8108108108108109,0,4,dqn,0,0,6,"[0.33651282608578725, -0.573553040943185]","[[0.33651282608578725, -0.573553040943185], [0.33651282608578725, -0.573553040943185], [0.33651282608578725, -0.543553040943185], [0.33651282608578725, -0.489553040943185], [0.33651282608578725, -0.41635304094318504], [0.33651282608578725, -0.327793040943185], [0.33651282608578725, -0.227793040943185], [0.33651282608578725, -0.127793040943185], [0.33651282608578725, -0.027793040943184993], [0.33651282608578725, 0.07220695905681501], [0.33651282608578725, 0.17220695905681502], [0.33651282608578725, 0.272206959056815], [0.33651282608578725, 0.372206959056815], [0.33651282608578725, 0.472206959056815], [0.33651282608578725, 0.522206959056815], [0.3384240122074789, 0.5296260642092229], [0.34162104404923066, 0.5615020228164667], [0.34509512613018034, 0.552720507902566], [0.3486461731388166, 0.5122760226874885], [0.3524677256200554, 0.5076803677210068], [0.3563867212627216, 0.4722564395237677], [0.36272563428397664, 0.4734816740178226], [0.3996080500929042, 0.4726757425662582], [0.43166754142117464, 0.4999948605679995], [0.4575794014384344, 0.48907682259474955], [0.4763738641925655, 0.5113948346869013], [0.49416223754436195, 0.5556114066588951], [0.51148509186332, 0.5588024000897048], [0.532734046527403, 0.5308468268914768], [0.5564376723798677, 0.5437468058478526], [0.5830751055752034, 0.5261778019585344], [0.6078402126700622, 0.5451165110331528], [0.6306575637545863, 0.5329859146344699], [0.6495065766753294, 0.4962891533369104], [0.6640235494702005, 0.49967622148079555], [0.6719851748984642, 0.5311606747930444], [0.6780839448837732, 0.5839258253218226]]"
1,agent_1,37.00896086264261,1,35,1.3576932714015917,0.9956388430544991,0.7333312052336153,0,57,57,1,0.02857142857142857,33,1,0.9428571428571428,1.0,0.998401761469287,0,31,88,0,1,32,0.9142857142857143,0,4,dqn,0,0,6,"[-0.19193564647192596, 0.25756637972277785]","[[-0.19193564647192596, 0.25756637972277785], [-0.19193564647192596, 0.25756637972277785], [-0.16193564647192596, 0.25756637972277785], [-0.13793564647192597, 0.25756637972277785], [-0.11873564647192596, 0.25756637972277785], [-0.10337564647192594, 0.25756637972277785], [-0.06108764647192593, 0.25756637972277785], [0.002742753528074092, 0.25756637972277785], [0.08380707352807412, 0.25756637972277785], [0.14828680321689985, 0.2868280738411205], [0.19898090454428502, 0.34099028619840616], [0.24002655379193896, 0.41026862996963503], [0.2730634604083111, 0.49258915434226325], [0.2996256627072958, 0.5264755748230999], [0.3217251340652704, 0.579949889719464], [0.34306831715182545, 0.5941124564539124], [0.362340442160294, 0.6406073003685894], [0.3802829674244189, 0.6520125756435018], [0.3965592038460614, 0.6336844983470634], [0.4104344964780975, 0.5898273794166526], [0.42153473058372637, 0.524741684272324], [0.43041491786822944, 0.5026731281568612], [0.43815529358819544, 0.5155308464575047], [0.445831177763838, 0.4963706164761138], [0.45422733558748857, 0.512604645968426], [0.4661423861247161, 0.5543416943225605], [0.4775472101493415, 0.5620467228359356], [0.4894289666725173, 0.5410740668323731], [0.4999061402751965, 0.4976902874324095], [0.5127873393235624, 0.4957969651912968], [0.5559132147938286, 0.4869971916240508], [0.6003323405025269, 0.5071727542068908], [0.6394821479222264, 0.4899100470680799], [0.6712742726979737, 0.5035920427101447], [0.6973134193363199, 0.5417957871325711]]"
1,agent_2,24.43025047037138,1,37,2.1285596050576103,1.9063246427516698,0.895593733068177,0,53,53,2,0.05405405405405406,35,1,0.9459459459459459,1.0,0.998401761469287,0,18,71,0,1,34,0.918918918918919,0,4,dqn,0,0,6,"[-0.5892609824061907, -0.7042363628703345]","[[-0.5892609824061907, -0.7042363628703345], [-0.5892609824061907, -0.7042363628703345], [-0.5592609824061907, -0.7042363628703345], [-0.5052609824061907, -0.7042363628703345], [-0.46206098240619065, -0.6742363628703345], [-0.4275009824061906, -0.6202363628703345], [-0.3998529824061906, -0.5470363628703344], [-0.3777345824061906, -0.4584763628703344], [-0.3300398624061906, -0.38762836287033436], [-0.29188408640619057, -0.3009499628703343], [-0.2625127469217474, -0.20536060981838822], [-0.24096241002078833, -0.10771030014424965], [-0.19372214050002107, -0.029590052404938783], [-0.15592992488340726, 0.06290614578650992], [-0.12801390195061435, 0.1589305992534044], [-0.07568108360438001, 0.23575016202691995], [-0.03405745196965488, 0.3266758090663373], [0.02924145333812523, 0.3994163266978712], [0.10988057758434933, 0.4576087408030983], [0.17439187698132863, 0.47416267208728], [0.22573196448529365, 0.45733375451523867], [0.2651756361979062, 0.47440764871079744], [0.2936363458671032, 0.45774754988861605], [0.31350289552449184, 0.47638012675708064], [0.3556466892910539, 0.4930310549821629], [0.3858162792194533, 0.5366963460988566], [0.40616192490214953, 0.5403121621851428], [0.41848379343834907, 0.5118908078146102], [0.45299636469533633, 0.48847109905737807], [0.47525297179197434, 0.49796981683782066], [0.4873550598042541, 0.4712908067615201], [0.4869010883366389, 0.4773591499114077], [0.5133678182848167, 0.477460548298163], [0.532960837294084, 0.5045099449541135], [0.5772184545128086, 0.5224118739712764], [0.6119004551646394, 0.561815459506508], [0.63895334958959, 0.6186412614876644]]"
1,agent_3,36.25153745761444,1,38,1.6498831997704417,1.1828585912314729,0.7169347450753187,0,76,76,2,0.05263157894736842,35,1,0.9210526315789473,1.0,0.998401761469287,0,20,96,1,1,34,0.8947368421052632,1,4,dqn,0,0,6,"[0.09207826715189005, -0.3146849824359559]","[[0.09207826715189005, -0.3146849824359559], [0.09207826715189005, -0.3146849824359559], [0.09207826715189005, -0.28468498243595586], [0.09207826715189005, -0.23068498243595587], [0.09207826715189005, -0.15748498243595585], [0.09207826715189005, -0.06892498243595582], [0.09207826715189005, 0.031075017564044183], [0.09207826715189005, 0.1310750175640442], [0.12207826715189005, 0.2110750175640442], [0.14607826715189004, 0.3050750175640442], [0.19654246141146292, 0.37873929036048454], [0.23596043960631669, 0.47064262541982843], [0.2672944349439508, 0.5172674441116585], [0.292228954208171, 0.5265372980823885], [0.3113268601007603, 0.5675880027472776], [0.3210303926929648, 0.571626346509424], [0.32492755728310546, 0.6037515565067054], [0.3246040070903196, 0.5995246061610553], [0.3216511693818719, 0.5670146166848604], [0.3174538808460618, 0.5124413489915844], [0.3132342963597386, 0.5005301390610173], [0.3366608817738445, 0.4914411499694755], [0.35494753354111286, 0.516767063992736], [0.36867126744246165, 0.5103085485774927], [0.37844860271408587, 0.5376728480864235], [0.41525973848262454, 0.5628284360354733], [0.44399900818885046, 0.5575015626909227], [0.46605827967643154, 0.5265620038708647], [0.48034454749404637, 0.5341063274444101], [0.48504381815592007, 0.5063321443860401], [0.48223816513944784, 0.5204798318534581], [0.4757416695601385, 0.5070700736875436], [0.49678529062025784, 0.5005170863942136], [0.5108702951634078, 0.529374102155652], [0.5475611870098631, 0.5563108147408525], [0.5718588297639738, 0.6110377987852671], [0.5869750484089233, 0.687313216514593], [0.5960243985935667, 0.7199195284215317]]"
1,agent_4,41.46851080946762,1,13,0.9457599999999999,1.1090647671092204,1.1726704101560865,0,0,0,1,0.07692307692307693,12,1,0.9230769230769231,1.0,0.998401761469287,0,0,0,0,1,11,0.8461538461538461,0,4,dqn,0,0,6,"[0.665177192029194, -0.408517942880519]","[[0.665177192029194, -0.408517942880519], [0.665177192029194, -0.408517942880519], [0.665177192029194, -0.378517942880519], [0.665177192029194, -0.324517942880519], [0.665177192029194, -0.251317942880519], [0.665177192029194, -0.16275794288051898], [0.665177192029194, -0.06275794288051897], [0.665177192029194, 0.03724205711948103], [0.665177192029194, 0.13724205711948104], [0.665177192029194, 0.23724205711948104], [0.665177192029194, 0.3372420571194811], [0.665177192029194, 0.43724205711948105], [0.665177192029194, 0.537242057119481]]"
1,agent_5,36.236438246014785,1,36,1.0348956452364888,0.8537289631084565,0.8249420770471664,0,61,61,3,0.08333333333333333,34,1,0.9444444444444444,1.0,0.998401761469287,0,22,83,0,1,33,0.9166666666666666,0,4,dqn,0,0,6,"[-0.0703999321372859, 0.3321181072502948]","[[-0.0703999321372859, 0.3321181072502948], [-0.0703999321372859, 0.3321181072502948], [-0.0403999321372859, 0.3321181072502948], [-0.01639993213728589, 0.3321181072502948], [0.0028000678627141187, 0.3321181072502948], [0.018160067862714124, 0.3321181072502948], [0.03044806786271413, 0.3321181072502948], [0.040278467862714135, 0.3321181072502948], [0.04814278786271414, 0.3321181072502948], [0.054805970173888434, 0.3628564131319521], [0.0597620041869304, 0.3882299279782262], [0.09372683139736399, 0.40852873985524546], [0.12089869316571085, 0.4547677893568609], [0.14263618258038835, 0.46175902895815324], [0.16002617411213035, 0.4973520206391871], [0.17393816733752396, 0.49582641398401417], [0.18506776191783883, 0.5246059286598759], [0.19397143758209073, 0.5176295404005652], [0.20109437811349226, 0.4820484297931167], [0.2367927305386135, 0.45358354130715783], [0.2656203644923289, 0.4608836931177775], [0.2903049004355741, 0.4361824304083233], [0.31115386217079266, 0.44541708497668886], [0.35760349486860415, 0.44904594079793625], [0.3971945813978771, 0.4788841657807162], [0.4301605291362761, 0.46934378165737045], [0.4564073657522886, 0.4878016827412136], [0.47644157439145934, 0.5298790139533147], [0.4928125746541633, 0.5290415560941992], [0.5067886460780755, 0.4958686081440686], [0.5197423216832698, 0.5024153029992795], [0.5311192913399202, 0.4747597221896593], [0.5405303701580259, 0.483898435299177], [0.5513220795736191, 0.5196418450696418], [0.5959061476068228, 0.5481204361268541], [0.6373525658795882, 0.6026436526748686]]"
2,agent_0,42.66043132115313,1,13,0.878989509519437,0.9924379803850872,1.1290669224569871,0,0,0,1,0.07692307692307693,11,1,0.8461538461538461,1.0,0.9986621103841515,0,0,0,0,1,10,0.7692307692307693,0,4,dqn,0,0,6,"[0.8519177119041206, -0.2807416345402327]","[[0.8519177119041206, -0.2807416345402327], [0.8519177119041206, -0.2807416345402327], [0.8519177119041206, -0.2507416345402327], [0.8519177119041206, -0.1967416345402327], [0.8519177119041206, -0.12354163454023268], [0.8519177119041206, -0.03498163454023265], [0.8519177119041206, 0.06501836545976736], [0.8519177119041206, 0.16501836545976736], [0.8519177119041206, 0.26501836545976737], [0.8219177119041206, 0.3450183654597674], [0.7979177119041205, 0.4390183654597674], [0.7799633393894452, 0.5373933648630929], [0.7655998413777049, 0.5860933643857532]]"
2,agent_1,26.578798119969196,1,37,2.4316079310646344,1.744849250281346,0.7175701427809524,0,45,45,1,0.02702702702702703,32,1,0.8648648648648649,1.0,0.9986621103841515,0,18,63,0,1,31,0.8378378378378378,0,4,dqn,0,0,6,"[-0.5028485292779543, -0.5639835132711333]","[[-0.5028485292779543, -0.5639835132711333], [-0.5028485292779543, -0.5639835132711333], [-0.4728485292779543, -0.5639835132711333], [-0.4188485292779543, -0.5639835132711333], [-0.3756485292779543, -0.5339835132711332], [-0.3410885292779543, -0.47998351327113326], [-0.3134405292779543, -0.40678351327113327], [-0.2913221292779543, -0.31822351327113324], [-0.27404020268433804, -0.21972815798362305], [-0.23021466140944502, -0.14093187375361488], [-0.19515422838953062, -0.047894846369608335], [-0.16921493681273939, 0.04868234116706727], [-0.11846350355130639, 0.12594409119640776], [-0.07801861530924042, 0.21740015176697244], [-0.04809263419178136, 0.3128173182212195], [0.005848150702185896, 0.38915105138461714], [0.04866945590136939, 0.4795188322638574], [0.08042482585361985, 0.5743428612818005], [0.13582912181542023, 0.6502020844961549], [0.17974004801859425, 0.7400454513073971], [0.21486878898113349, 0.7819201447563908], [0.24127486245455146, 0.7852316158511283], [0.26035469528593963, 0.7596876689461668], [0.27522238941388005, 0.7111707658307164], [0.2872526862933335, 0.6460149623167041], [0.30097088846239156, 0.5655438223283611], [0.34552176637374865, 0.4998545513428887], [0.3812014825560141, 0.47374061562384207], [0.40907504843789083, 0.4789556785000079], [0.43147416630857766, 0.5074385395371939], [0.48066146940767324, 0.5245236706030003], [0.5188643682489346, 0.5627332325425468], [0.5536949818713054, 0.616366966540019], [0.5843271039623356, 0.6836349908389706], [0.6121428103818194, 0.765060749358922], [0.6361278152143875, 0.8007191551721747], [0.6551093630759386, 0.801075029852618]]"
2,agent_2,38.35747701602665,1,33,1.6481633131284679,1.0851371273651533,0.6583917496048349,0,32,32,3,0.09090909090909091,31,1,0.9393939393939394,1.0,0.9986621103841515,0,17,49,0,1,30,0.9090909090909091,0,4,dqn,0,0,6,"[0.25626545859503347, -0.2902637234345309]","[[0.25626545859503347, -0.2902637234345309], [0.25626545859503347, -0.2902637234345309], [0.25626545859503347, -0.26026372343453086], [0.25626545859503347, -0.20626372343453087], [0.25626545859503347, -0.13306372343453085], [0.25626545859503347, -0.04450372343453082], [0.25626545859503347, 0.05549627656546918], [0.2862654585950335, 0.1354962765654692], [0.3102654585950335, 0.22949627656546923], [0.32821983110970887, 0.3278712759687946], [0.34131984805143595, 0.4270095105512526], [0.35179986160481763, 0.47632009821721893], [0.360183872447523, 0.48576856834999205], [0.3668910811216872, 0.5233273444562105], [0.37225684806101866, 0.5833743653411854], [0.3765494616124838, 0.6014119820491652], [0.37998355245365595, 0.6458420754155492], [0.3827308251265936, 0.7113861501086562], [0.38492864326494375, 0.7338214098631419], [0.38717929516309507, 0.7816724118077244], [0.38991699719519274, 0.7893487964943732], [0.3947561289126829, 0.7653322340851741], [0.4005396884174146, 0.7142866088266631], [0.40599410772528777, 0.7018303494912485], [0.41061844395187486, 0.6611434490723116], [0.41576397753640365, 0.5966248134624066], [0.42296471065535285, 0.5138583498730174], [0.4318072662776685, 0.4782852289407166], [0.4414382394637556, 0.47871833511281825], [0.4543375741986329, 0.5069420670763868], [0.5020030285483119, 0.5267645735528229], [0.5512525459997424, 0.5680469051704399], [0.6020418880366303, 0.6295033457447512]]"
2,agent_3,33.884635326187734,1,44,2.044772834926615,1.2796093189261997,0.6257953436534791,0,62,62,3,0.06818181818181818,32,1,0.7272727272727273,1.0,0.9986621103841515,0,32,94,0,1,31,0.7045454545454546,0,4,dqn,0,0,6,"[-0.4628508630222796, 0.1659795140155087]","[[-0.4628508630222796, 0.1659795140155087], [-0.4628508630222796, 0.1659795140155087], [-0.4328508630222796, 0.1659795140155087], [-0.3788508630222796, 0.1659795140155087], [-0.3356508630222796, 0.1659795140155087], [-0.3010908630222796, 0.1959795140155087], [-0.2434428630222796, 0.2199795140155087], [-0.1673244630222796, 0.2391795140155087], [-0.10642974302227959, 0.25453951401550867], [-0.027713967022279573, 0.2668275140155087], [0.035258653777720445, 0.3066579140155087], [0.08563675041772045, 0.3685222340155087], [0.12593922772972047, 0.4480136900155087], [0.15818120957932047, 0.5416068548155087], [0.1839747950590005, 0.5864813866555088], [0.2046096634427445, 0.5923810121275088], [0.2211175581497397, 0.6271007125051088], [0.23340976495314075, 0.6867543760682], [0.24054681571935535, 0.7041358480270214], [0.24519172459989977, 0.7473077186033201], [0.24890765170433532, 0.7518452150643591], [0.2535773126844972, 0.7256634958976478], [0.2593580674159729, 0.7329112443450302], [0.26437884333832357, 0.7067911886944173], [0.268259322499103, 0.6522374251955789], [0.2974938772406735, 0.6069997535687247], [0.3179664476417289, 0.5421693771752194], [0.3648551925087131, 0.49334116247872073], [0.4011182185329692, 0.4856154213919552], [0.42649675091262673, 0.510434723744857], [0.47175545278557346, 0.5307701441295704], [0.4990727523236113, 0.5776283959523008], [0.518459186020287, 0.6430104389031195], [0.5330028106869795, 0.6631399683204131], [0.5458785341279457, 0.7151400086421927], [0.5602447414138428, 0.7251332038394093], [0.5754547322640845, 0.7057282193070148], [0.5920790037730908, 0.6627373389650585], [0.607962734414455, 0.5997294671159045], [0.6216925552101575, 0.5193034096452319], [0.6328877072311605, 0.4852088160447405], [0.6429500245902714, 0.48836532446191155], [0.6530344686407662, 0.5218623066057217], [0.6635920895703996, 0.5802877599924042]]"
2,agent_4,31.56520825345113,1,46,2.464174124969711,1.4479889552853138,0.5876163297928925,0,56,56,3,0.06521739130434782,33,1,0.717391304347826,1.0,0.9986621103841515,0,34,90,0,1,32,0.6956521739130435,0,4,dqn,0,0,6,"[-0.0216130160494441, -0.5553671453787052]","[[-0.0216130160494441, -0.5553671453787052], [-0.0216130160494441, -0.5553671453787052], [0.008386983950555905, -0.5553671453787052], [0.03238698395055591, -0.5253671453787052], [0.05158698395055592, -0.4713671453787052], [0.06694698395055593, -0.39816714537870523], [0.07923498395055593, -0.3096071453787052], [0.08893673982044982, -0.21007887837359263], [0.09599917346413404, -0.1103285799728933], [0.10113803462603208, -0.010460706730500008], [0.10487636803027736, 0.0894693931561643], [0.10759553298500077, 0.1894324170297397], [0.1397708649487795, 0.26940283612860005], [0.16551113051980249, 0.36337917140768833], [0.1847242497960528, 0.46151609640371916], [0.23009474521705303, 0.5400256364005438], [0.26639114155385324, 0.6328332683980036], [0.29447220904752097, 0.7288095865625179], [0.3196337777189614, 0.7759320999857809], [0.3403353670010698, 0.7844606235741559], [0.35595945791317996, 0.821887859313873], [0.36580976055105596, 0.8219873180641647], [0.37177774853061724, 0.79389926039555], [0.37572456721017844, 0.743048573389264], [0.3786212213735388, 0.6730899167348404], [0.379492480100968, 0.5890921066860569], [0.37733070468199315, 0.5531122425311243], [0.40416744170008795, 0.5237757458594401], [0.4270502984751733, 0.5335934719045501], [0.447501282115894, 0.5171031833605473], [0.466061964296175, 0.5404508253227934], [0.4873898834852179, 0.5957018596889525], [0.49965915594639226, 0.6166557657127854], [0.5075467055203953, 0.6681640837930926], [0.5134683316864601, 0.676247710460772], [0.5172343326557662, 0.7138036555875705], [0.5191566302087083, 0.7081722088423744], [0.516072382877594, 0.6765557866728388], [0.5103599130398344, 0.6240178726951647], [0.5041547495829726, 0.5535162041711131], [0.4991906188174831, 0.5271148693518718], [0.49454322414192986, 0.5368943176645118], [0.49082530840148725, 0.5747178763146238], [0.5178509758091332, 0.6049767232347134], [0.5394715097352499, 0.6591838007707851], [0.5867679368761434, 0.7025494627996425]]"
2,agent_5,21.725394761811845,1,44,2.6409023096545816,1.9644705742310864,0.7438634011751954,0,45,45,1,0.022727272727272728,34,1,0.7727272727272727,1.0,0.9986621103841515,0,18,63,0,1,33,0.75,0,4,dqn,0,0,6,"[-0.7634480045358734, -0.6105207266730979]","[[-0.7634480045358734, -0.6105207266730979], [-0.7634480045358734, -0.6105207266730979], [-0.7334480045358733, -0.6105207266730979], [-0.6794480045358733, -0.6105207266730979], [-0.6062480045358732, -0.6105207266730979], [-0.5476880045358732, -0.5805207266730978], [-0.5008400045358732, -0.5265207266730978], [-0.46336160453587316, -0.45332072667309775], [-0.43337888453587314, -0.3647607266730977], [-0.37939270853587315, -0.2939127266730977], [-0.3362037677358731, -0.20723432667309766], [-0.3033541113717081, -0.11278381012206828], [-0.2470743862803761, -0.03722339688124478], [-0.2025117633150004, 0.05229851459547567], [-0.16940727077212098, 0.14666001401912007], [-0.11292367673781743, 0.2221492135580356], [-0.0682092873436405, 0.3115954173964653], [-0.03498684562161559, 0.40591545432408027], [0.02159110775600434, 0.4813714838661723], [0.0663757417363457, 0.570782537764708], [0.10220344892061878, 0.6123113808835365], [0.13086561466803726, 0.6755344553785994], [0.15379534726597202, 0.6961129149746497], [0.17213913334431985, 0.6825756826514899], [0.18681416220699812, 0.6417458967929621], [0.22833004921869846, 0.6090232261110565], [0.2606559921937411, 0.5527308588697231], [0.3143189176940246, 0.508135952997547], [0.3551970391786743, 0.5028384598775699], [0.3840919052342958, 0.5297569817772245], [0.4314380314775446, 0.5527295848554689], [0.4617550106539731, 0.6039790474833729], [0.47761104019382516, 0.6188334378361036], [0.4832379433737956, 0.6643374130342674], [0.5104125015938294, 0.699823967089465], [0.5259181004911518, 0.6976874249505338], [0.5350157183240354, 0.6685413953960356], [0.5420424768234833, 0.6098785803269718], [0.5470700871530836, 0.5287626586758754], [0.5506728922549216, 0.49155650107022925], [0.583343840951951, 0.4615453226096658], [0.6090504942304278, 0.4662036803756178], [0.627581226690003, 0.49895859117830615], [0.6399157469684257, 0.5535346521488225]]"
3,agent_0,30.69852881510776,1,35,1.1832477593815374,1.1270764031209988,0.9525278152312764,0,29,29,3,0.08571428571428572,32,1,0.9142857142857143,1.0,0.9992013999643106,0,17,46,0,1,31,0.8857142857142857,0,4,dqn,0,0,6,"[-0.3880044976023216, 0.40581055139708355]","[[-0.3880044976023216, 0.40581055139708355], [-0.3880044976023216, 0.40581055139708355], [-0.35800449760232156, 0.40581055139708355], [-0.33400449760232154, 0.40581055139708355], [-0.31480449760232154, 0.40581055139708355], [-0.29944449760232156, 0.40581055139708355], [-0.25715649760232157, 0.40581055139708355], [-0.19332609760232156, 0.40581055139708355], [-0.14226177760232153, 0.4358105513970836], [-0.10141032160232151, 0.4298105513970836], [-0.0687291568023215, 0.4550105513970836], [-0.04258422496232149, 0.44517055139708356], [-0.021668279490321476, 0.40729855139708354], [-0.004935523112721465, 0.40700095139708353], [0.008450681989358545, 0.4067628713970835], [0.01915964607102255, 0.4065724073970835], [0.027726817336353758, 0.4064200361970835], [0.034580554348618724, 0.4062981392370835], [0.040063543958430696, 0.4362006216690835], [0.07444993564628027, 0.46012260761468354], [0.10195904899655994, 0.44926019637116354], [0.12396633967678368, 0.4405702673763475], [0.17157217222096266, 0.43361832418049473], [0.20965683825630585, 0.4580567696238125], [0.2401245710845804, 0.4476075259784667], [0.29627793743014164, 0.43674828630848106], [0.34177861325341086, 0.4558385780989087], [0.40575292506391125, 0.47132729723210054], [0.4635949150550455, 0.5130888952216841], [0.5117862307687204, 0.5166135617238818], [0.547283076280349, 0.5485261840757714], [0.574600150168399, 0.5373119615278167], [0.6005317880508914, 0.5627985327931492], [0.6268724260439072, 0.5530229620690322], [0.6513244812546929, 0.577348081008757]]"
