episode,agent_id,total_reward,success,evacuation_time,distance_travelled,direct_distance,path_efficiency,collisions,stationary_steps,congestion_ratio,scenario_id,algorithm,num_obstacles,num_exits,num_agents,trajectory
1,agent_0,97.30895466695733,1,14,3.080839,0.7,0.2272108404481513,0,1,0.07142857142857142,2,ppo,25,0,6,"[[0.0, 0.0], [0.0, -0.30000001192092896], [0.0, -0.5249999761581421], [0.0, -0.6937500238418579], [0.0, -0.8203125], [0.0, -0.915234386920929], [0.0, -0.9864257574081421], [0.0, -1.0], [2.6833478841581382e-05, -0.7500001192092896], [2.0125109585933387e-05, -0.8625000715255737], [2.8140593713033013e-05, -0.4561522901058197], [0.0009069341467693448, -0.1949457973241806], [0.0006643211236223578, -0.9999997615814209], [0.0013960537035018206, -0.9999990463256836], [0.001052387640811503, -0.7550014853477478]]"
1,agent_1,104.10824894469049,1,14,2.3433805,0.7,0.2987137661069199,3,0,0.0,2,ppo,25,0,6,"[[0.0, 0.0], [-0.006931471638381481, -0.30000001192092896], [-0.012130076065659523, -0.5249999761581421], [-0.013152208179235458, -0.6937500238418579], [-0.011250036768615246, -0.8203125], [-0.008828775025904179, -0.915234386920929], [-0.006750285625457764, -0.9864257574081421], [-0.3051161468029022, -0.739819347858429], [-0.528864324092865, -0.5548645257949829], [-0.6966482400894165, -0.4161483645439148], [-0.8224862217903137, -0.3121112883090973], [-0.9168646335601807, -0.23408345878124237], [-0.9845658540725708, -0.17501462996006012], [-0.9921054840087891, -0.12540608644485474], [-0.9959669709205627, -0.08972044289112091]]"
1,agent_2,98.13771880116099,1,14,2.6956851,0.7,0.25967424291269736,6,0,0.0,2,ppo,25,0,6,"[[0.0, 0.0], [0.006931471638381481, -0.30000001192092896], [0.012130076065659523, -0.5249999761581421], [0.013152208179235458, -0.6937500238418579], [0.011250036768615246, -0.8203125], [0.008828775025904179, -0.915234386920929], [0.006750285625457764, -0.6864258050918579], [0.005116146057844162, -0.514819324016571], [0.003837516298517585, -0.3861143887042999], [0.0028781371656805277, -0.5895857810974121], [0.0021586029324680567, -0.742189347743988], [0.0016189521411433816, -0.8566420078277588], [0.11649695783853531, -0.5536781549453735], [0.5121335387229919, -0.4271452724933624], [0.5398968458175659, -0.39671093225479126]]"
1,agent_3,98.30767852990553,1,14,2.8190002,0.7,0.2483149838156171,0,3,0.21428571428571427,2,ppo,25,0,6,"[[0.0, 0.0], [0.0, 0.30000001192092896], [0.0, 0.5249999761581421], [0.0, 0.6937500238418579], [0.0, 0.8203125], [0.0, 0.915234386920929], [0.0, 0.9864257574081421], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [-6.355589184945208e-41, 0.30927735567092896], [-0.00018891772197093815, 1.0], [-8.376110054086894e-05, 1.0], [-6.282901449594647e-05, 0.7500671744346619], [-4.712176087195985e-05, 0.5625503659248352]]"
1,agent_4,93.59955565054754,1,14,4.309933,0.7,0.1624155108349371,6,0,0.0,2,ppo,25,0,6,"[[0.0, 0.0], [-0.3069314658641815, 0.0], [-0.5371300578117371, 0.0], [-0.7028475403785706, -3.496994961483774e-18], [-0.8271356821060181, -2.622746324510407e-18], [-0.9203517436981201, -1.967059691684017e-18], [-0.990263819694519, 7.616853259229117e-10], [-0.012194650247693062, -0.09155614674091339], [-0.9604253172874451, 0.2785376012325287], [-0.9966787695884705, 0.08143354952335358], [-0.9987307786941528, 0.05036688223481178], [-0.749048113822937, 0.33777517080307007], [-0.5617860555648804, 0.5533313751220703], [-0.4213395416736603, 0.7149985432624817], [-0.3160046637058258, 0.5362489223480225]]"
1,agent_5,93.5529210811927,1,14,4.1642914,0.7,0.16809582611180934,7,0,0.0,2,ppo,25,0,6,"[[0.0, 0.0], [0.3069314658641815, 0.0], [0.5371300578117371, 0.0], [0.7028475403785706, -3.496994961483774e-18], [0.8271356821060181, -2.622746324510407e-18], [0.6203517317771912, 0.30000001192092896], [0.46526381373405457, 0.5249999761581421], [-0.3250325620174408, 0.7008389234542847], [-0.8748797178268433, 0.48434022068977356], [-0.8988378643989563, 0.4382813572883606], [-0.6741283535957336, 0.6287109851837158], [-0.5055962800979614, 0.7715332508087158], [-0.37919721007347107, 0.8786499500274658], [-0.28432127833366394, 0.958729088306427], [0.08675916492938995, 0.7190466523170471]]"
2,agent_0,97.30895466695733,1,14,3.080839,0.7,0.2272108404481513,0,1,0.07142857142857142,2,ppo,25,0,6,"[[0.0, 0.0], [0.0, -0.30000001192092896], [0.0, -0.5249999761581421], [0.0, -0.6937500238418579], [0.0, -0.8203125], [0.0, -0.915234386920929], [0.0, -0.9864257574081421], [0.0, -1.0], [2.6833478841581382e-05, -0.7500001192092896], [2.0125109585933387e-05, -0.8625000715255737], [2.8140593713033013e-05, -0.4561522901058197], [0.0009069341467693448, -0.1949457973241806], [0.0006643211236223578, -0.9999997615814209], [0.0013960537035018206, -0.9999990463256836], [0.001052387640811503, -0.7550014853477478]]"
2,agent_1,104.10824894469049,1,14,2.3433805,0.7,0.2987137661069199,3,0,0.0,2,ppo,25,0,6,"[[0.0, 0.0], [-0.006931471638381481, -0.30000001192092896], [-0.012130076065659523, -0.5249999761581421], [-0.013152208179235458, -0.6937500238418579], [-0.011250036768615246, -0.8203125], [-0.008828775025904179, -0.915234386920929], [-0.006750285625457764, -0.9864257574081421], [-0.3051161468029022, -0.739819347858429], [-0.528864324092865, -0.5548645257949829], [-0.6966482400894165, -0.4161483645439148], [-0.8224862217903137, -0.3121112883090973], [-0.9168646335601807, -0.23408345878124237], [-0.9845658540725708, -0.17501462996006012], [-0.9921054840087891, -0.12540608644485474], [-0.9959669709205627, -0.08972044289112091]]"
2,agent_2,98.13771880116099,1,14,2.6956851,0.7,0.25967424291269736,6,0,0.0,2,ppo,25,0,6,"[[0.0, 0.0], [0.006931471638381481, -0.30000001192092896], [0.012130076065659523, -0.5249999761581421], [0.013152208179235458, -0.6937500238418579], [0.011250036768615246, -0.8203125], [0.008828775025904179, -0.915234386920929], [0.006750285625457764, -0.6864258050918579], [0.005116146057844162, -0.514819324016571], [0.003837516298517585, -0.3861143887042999], [0.0028781371656805277, -0.5895857810974121], [0.0021586029324680567, -0.742189347743988], [0.0016189521411433816, -0.8566420078277588], [0.11649695783853531, -0.5536781549453735], [0.5121335387229919, -0.4271452724933624], [0.5398968458175659, -0.39671093225479126]]"
2,agent_3,98.30767852990553,1,14,2.8190002,0.7,0.2483149838156171,0,3,0.21428571428571427,2,ppo,25,0,6,"[[0.0, 0.0], [0.0, 0.30000001192092896], [0.0, 0.5249999761581421], [0.0, 0.6937500238418579], [0.0, 0.8203125], [0.0, 0.915234386920929], [0.0, 0.9864257574081421], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [-6.355589184945208e-41, 0.30927735567092896], [-0.00018891772197093815, 1.0], [-8.376110054086894e-05, 1.0], [-6.282901449594647e-05, 0.7500671744346619], [-4.712176087195985e-05, 0.5625503659248352]]"
2,agent_4,93.59955565054754,1,14,4.309933,0.7,0.1624155108349371,6,0,0.0,2,ppo,25,0,6,"[[0.0, 0.0], [-0.3069314658641815, 0.0], [-0.5371300578117371, 0.0], [-0.7028475403785706, -3.496994961483774e-18], [-0.8271356821060181, -2.622746324510407e-18], [-0.9203517436981201, -1.967059691684017e-18], [-0.990263819694519, 7.616853259229117e-10], [-0.012194650247693062, -0.09155614674091339], [-0.9604253172874451, 0.2785376012325287], [-0.9966787695884705, 0.08143354952335358], [-0.9987307786941528, 0.05036688223481178], [-0.749048113822937, 0.33777517080307007], [-0.5617860555648804, 0.5533313751220703], [-0.4213395416736603, 0.7149985432624817], [-0.3160046637058258, 0.5362489223480225]]"
2,agent_5,93.5529210811927,1,14,4.1642914,0.7,0.16809582611180934,7,0,0.0,2,ppo,25,0,6,"[[0.0, 0.0], [0.3069314658641815, 0.0], [0.5371300578117371, 0.0], [0.7028475403785706, -3.496994961483774e-18], [0.8271356821060181, -2.622746324510407e-18], [0.6203517317771912, 0.30000001192092896], [0.46526381373405457, 0.5249999761581421], [-0.3250325620174408, 0.7008389234542847], [-0.8748797178268433, 0.48434022068977356], [-0.8988378643989563, 0.4382813572883606], [-0.6741283535957336, 0.6287109851837158], [-0.5055962800979614, 0.7715332508087158], [-0.37919721007347107, 0.8786499500274658], [-0.28432127833366394, 0.958729088306427], [0.08675916492938995, 0.7190466523170471]]"
